# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 54.200, 8.900 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/Berlin, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Europe/Berlin", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": true, "header": true, "lat": "54.2", "lon": "8.9", "date_from": "2022-01-01", "date_to": "2022-12-31", "dataset": "merra2", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2022-07-22 00:00,2022-07-22 02:00,0,0,0,16.014
2022-07-22 01:00,2022-07-22 03:00,0,0,0,15.913
2022-07-22 02:00,2022-07-22 04:00,0,0,0,15.773
2022-07-22 03:00,2022-07-22 05:00,0.001,0,0.008,15.642
2022-07-22 04:00,2022-07-22 06:00,0.039,0,0.058,15.939
2022-07-22 05:00,2022-07-22 07:00,0.114,0.046,0.096,16.429
2022-07-22 06:00,2022-07-22 08:00,0.269,0.203,0.110,16.942
2022-07-22 07:00,2022-07-22 09:00,0.433,0.390,0.118,17.475
2022-07-22 08:00,2022-07-22 10:00,0.578,0.574,0.123,17.900
2022-07-22 09:00,2022-07-22 11:00,0.672,0.698,0.132,18.160
2022-07-22 10:00,2022-07-22 12:00,0.742,0.804,0.131,18.293
2022-07-22 11:00,2022-07-22 13:00,0.757,0.824,0.134,18.307
2022-07-22 12:00,2022-07-22 14:00,0.719,0.758,0.142,18.214
2022-07-22 13:00,2022-07-22 15:00,0.637,0.632,0.147,18.037
2022-07-22 14:00,2022-07-22 16:00,0.562,0.552,0.124,17.806
2022-07-22 15:00,2022-07-22 17:00,0.426,0.386,0.114,17.557
2022-07-22 16:00,2022-07-22 18:00,0.236,0.146,0.131,17.204
2022-07-22 17:00,2022-07-22 19:00,0.076,0.008,0.092,16.669
2022-07-22 18:00,2022-07-22 20:00,0.018,0,0.032,16.205
2022-07-22 19:00,2022-07-22 21:00,0,0,0.002,15.765
2022-07-22 20:00,2022-07-22 22:00,0,0,0,15.537
2022-07-22 21:00,2022-07-22 23:00,0,0,0,15.482
2022-07-22 22:00,2022-07-23 00:00,0,0,0,15.435
2022-07-22 23:00,2022-07-23 01:00,0,0,0,15.440
2022-07-23 00:00,2022-07-23 02:00,0,0,0,15.440
2022-07-23 01:00,2022-07-23 03:00,0,0,0,15.353
2022-07-23 02:00,2022-07-23 04:00,0,0,0,15.349
2022-07-23 03:00,2022-07-23 05:00,0,0,0.004,15.336
2022-07-23 04:00,2022-07-23 06:00,0.019,0,0.034,15.743
2022-07-23 05:00,2022-07-23 07:00,0.069,0.004,0.088,16.153
2022-07-23 06:00,2022-07-23 08:00,0.143,0.022,0.152,16.470
2022-07-23 07:00,2022-07-23 09:00,0.224,0.055,0.208,16.828
2022-07-23 08:00,2022-07-23 10:00,0.424,0.251,0.247,17.383
2022-07-23 09:00,2022-07-23 11:00,0.469,0.278,0.276,17.648
2022-07-23 10:00,2022-07-23 12:00,0.476,0.263,0.301,17.683
2022-07-23 11:00,2022-07-23 13:00,0.552,0.381,0.281,17.725
2022-07-23 12:00,2022-07-23 14:00,0.632,0.554,0.218,17.768
2022-07-23 13:00,2022-07-23 15:00,0.621,0.581,0.174,17.731
2022-07-23 14:00,2022-07-23 16:00,0.548,0.513,0.144,17.530
2022-07-23 15:00,2022-07-23 17:00,0.432,0.391,0.117,17.329
2022-07-23 16:00,2022-07-23 18:00,0.271,0.218,0.098,17.067
2022-07-23 17:00,2022-07-23 19:00,0.109,0.055,0.081,16.676
2022-07-23 18:00,2022-07-23 20:00,0.031,0,0.049,16.019
2022-07-23 19:00,2022-07-23 21:00,0,0,0.004,14.929
2022-07-23 20:00,2022-07-23 22:00,0,0,0,14.436
2022-07-23 21:00,2022-07-23 23:00,0,0,0,14.270
2022-07-23 22:00,2022-07-24 00:00,0,0,0,14.378
2022-07-23 23:00,2022-07-24 01:00,0,0,0,14.653
2022-07-24 00:00,2022-07-24 02:00,0,0,0,14.442
2022-07-24 01:00,2022-07-24 03:00,0,0,0,13.862
2022-07-24 02:00,2022-07-24 04:00,0,0,0,13.394
2022-07-24 03:00,2022-07-24 05:00,0.001,0,0.008,13.425
2022-07-24 04:00,2022-07-24 06:00,0.038,0,0.056,14.581
2022-07-24 05:00,2022-07-24 07:00,0.109,0.030,0.105,15.563
2022-07-24 06:00,2022-07-24 08:00,0.226,0.119,0.147,16.900
2022-07-24 07:00,2022-07-24 09:00,0.366,0.260,0.170,18.549
2022-07-24 08:00,2022-07-24 10:00,0.472,0.373,0.192,20.195
2022-07-24 09:00,2022-07-24 11:00,0.557,0.478,0.205,21.536
2022-07-24 10:00,2022-07-24 12:00,0.611,0.557,0.206,22.488
2022-07-24 11:00,2022-07-24 13:00,0.703,0.738,0.163,23.158
2022-07-24 12:00,2022-07-24 14:00,0.668,0.685,0.166,23.479
2022-07-24 13:00,2022-07-24 15:00,0.579,0.543,0.178,23.481
2022-07-24 14:00,2022-07-24 16:00,0.488,0.430,0.166,23.332
2022-07-24 15:00,2022-07-24 17:00,0.373,0.305,0.144,23.048
2022-07-24 16:00,2022-07-24 18:00,0.235,0.162,0.121,22.638
2022-07-24 17:00,2022-07-24 19:00,0.099,0.032,0.096,22.177
2022-07-24 18:00,2022-07-24 20:00,0.028,0,0.046,21.379
2022-07-24 19:00,2022-07-24 21:00,0,0,0.003,20.626
2022-07-24 20:00,2022-07-24 22:00,0,0,0,20.070
2022-07-24 21:00,2022-07-24 23:00,0,0,0,19.691
2022-07-24 22:00,2022-07-25 00:00,0,0,0,19.642
2022-07-24 23:00,2022-07-25 01:00,0,0,0,19.680
2022-07-25 00:00,2022-07-25 02:00,0,0,0,19.635
2022-07-25 01:00,2022-07-25 03:00,0,0,0,19.393
2022-07-25 02:00,2022-07-25 04:00,0,0,0,18.836
2022-07-25 03:00,2022-07-25 05:00,0,0,0.004,18.367
2022-07-25 04:00,2022-07-25 06:00,0.031,0,0.049,18.671
2022-07-25 05:00,2022-07-25 07:00,0.113,0.029,0.113,19.437
2022-07-25 06:00,2022-07-25 08:00,0.233,0.115,0.163,20.266
2022-07-25 07:00,2022-07-25 09:00,0.202,0.043,0.201,21.102
2022-07-25 08:00,2022-07-25 10:00,0.267,0.067,0.251,21.802
2022-07-25 09:00,2022-07-25 11:00,0.459,0.261,0.297,22.973
2022-07-25 10:00,2022-07-25 12:00,0.388,0.150,0.319,23.634
2022-07-25 11:00,2022-07-25 13:00,0.378,0.128,0.328,23.618
2022-07-25 12:00,2022-07-25 14:00,0.344,0.099,0.314,23.015
2022-07-25 13:00,2022-07-25 15:00,0.294,0.074,0.277,21.758
2022-07-25 14:00,2022-07-25 16:00,0.386,0.208,0.252,21.010
2022-07-25 15:00,2022-07-25 17:00,0.385,0.295,0.162,20.577
2022-07-25 16:00,2022-07-25 18:00,0.225,0.126,0.142,19.721
2022-07-25 17:00,2022-07-25 19:00,0.104,0.031,0.101,19.019
2022-07-25 18:00,2022-07-25 20:00,0.031,0,0.049,18.479
2022-07-25 19:00,2022-07-25 21:00,0,0,0.003,17.835
2022-07-25 20:00,2022-07-25 22:00,0,0,0,17.572
2022-07-25 21:00,2022-07-25 23:00,0,0,0,17.487
2022-07-25 22:00,2022-07-26 00:00,0,0,0,17.462
2022-07-25 23:00,2022-07-26 01:00,0,0,0,17.432
2022-07-26 00:00,2022-07-26 02:00,0,0,0,17.321
2022-07-26 01:00,2022-07-26 03:00,0,0,0,17.101
2022-07-26 02:00,2022-07-26 04:00,0,0,0,16.691
2022-07-26 03:00,2022-07-26 05:00,0,0,0.006,16.170
2022-07-26 04:00,2022-07-26 06:00,0.036,0,0.055,16.012
2022-07-26 05:00,2022-07-26 07:00,0.109,0.034,0.102,16.215
2022-07-26 06:00,2022-07-26 08:00,0.242,0.146,0.137,16.592
2022-07-26 07:00,2022-07-26 09:00,0.365,0.256,0.170,17.112
2022-07-26 08:00,2022-07-26 10:00,0.508,0.428,0.176,17.611
2022-07-26 09:00,2022-07-26 11:00,0.586,0.515,0.194,17.877
2022-07-26 10:00,2022-07-26 12:00,0.658,0.616,0.193,18.025
2022-07-26 11:00,2022-07-26 13:00,0.649,0.590,0.207,18.025
2022-07-26 12:00,2022-07-26 14:00,0.682,0.668,0.175,18.028
2022-07-26 13:00,2022-07-26 15:00,0.598,0.544,0.182,17.877
2022-07-26 14:00,2022-07-26 16:00,0.461,0.350,0.194,17.589
2022-07-26 15:00,2022-07-26 17:00,0.357,0.249,0.167,17.241
2022-07-26 16:00,2022-07-26 18:00,0.217,0.112,0.144,16.824
2022-07-26 17:00,2022-07-26 19:00,0.086,0.012,0.098,16.375
2022-07-26 18:00,2022-07-26 20:00,0.020,0,0.035,15.941
2022-07-26 19:00,2022-07-26 21:00,0,0,0.002,15.563
2022-07-26 20:00,2022-07-26 22:00,0,0,0,15.423
2022-07-26 21:00,2022-07-26 23:00,0,0,0,15.403
2022-07-26 22:00,2022-07-27 00:00,0,0,0,15.393
2022-07-26 23:00,2022-07-27 01:00,0,0,0,15.341
2022-07-27 00:00,2022-07-27 02:00,0,0,0,15.275
2022-07-27 01:00,2022-07-27 03:00,0,0,0,15.215
2022-07-27 02:00,2022-07-27 04:00,0,0,0,15.108
2022-07-27 03:00,2022-07-27 05:00,0,0,0.002,15.029
2022-07-27 04:00,2022-07-27 06:00,0.011,0,0.023,15.122
2022-07-27 05:00,2022-07-27 07:00,0.060,0.002,0.079,15.370
2022-07-27 06:00,2022-07-27 08:00,0.130,0.015,0.144,15.711
2022-07-27 07:00,2022-07-27 09:00,0.232,0.052,0.219,16.167
2022-07-27 08:00,2022-07-27 10:00,0.326,0.108,0.271,16.509
2022-07-27 09:00,2022-07-27 11:00,0.456,0.232,0.305,16.936
2022-07-27 10:00,2022-07-27 12:00,0.420,0.165,0.326,17.047
2022-07-27 11:00,2022-07-27 13:00,0.436,0.172,0.340,17.078
2022-07-27 12:00,2022-07-27 14:00,0.364,0.104,0.321,16.938
2022-07-27 13:00,2022-07-27 15:00,0.302,0.066,0.285,16.681
2022-07-27 14:00,2022-07-27 16:00,0.253,0.051,0.244,16.458
2022-07-27 15:00,2022-07-27 17:00,0.260,0.082,0.221,16.375
2022-07-27 16:00,2022-07-27 18:00,0.206,0.080,0.162,16.209
2022-07-27 17:00,2022-07-27 19:00,0.107,0.032,0.102,15.869
2022-07-27 18:00,2022-07-27 20:00,0.030,0,0.047,15.175
2022-07-27 19:00,2022-07-27 21:00,0,0,0.002,14.092
2022-07-27 20:00,2022-07-27 22:00,0,0,0,13.814
2022-07-27 21:00,2022-07-27 23:00,0,0,0,13.773
2022-07-27 22:00,2022-07-28 00:00,0,0,0,13.806
2022-07-27 23:00,2022-07-28 01:00,0,0,0,13.855
2022-07-28 00:00,2022-07-28 02:00,0,0,0,13.772
2022-07-28 01:00,2022-07-28 03:00,0,0,0,13.647
2022-07-28 02:00,2022-07-28 04:00,0,0,0,13.499
2022-07-28 03:00,2022-07-28 05:00,0,0,0.004,13.375
2022-07-28 04:00,2022-07-28 06:00,0.031,0,0.049,13.972
2022-07-28 05:00,2022-07-28 07:00,0.102,0.022,0.105,14.977
2022-07-28 06:00,2022-07-28 08:00,0.211,0.095,0.153,15.726
2022-07-28 07:00,2022-07-28 09:00,0.316,0.174,0.193,16.352
2022-07-28 08:00,2022-07-28 10:00,0.449,0.319,0.209,17.057
2022-07-28 09:00,2022-07-28 11:00,0.546,0.440,0.213,17.645
2022-07-28 10:00,2022-07-28 12:00,0.675,0.658,0.176,18.100
2022-07-28 11:00,2022-07-28 13:00,0.723,0.752,0.155,18.439
2022-07-28 12:00,2022-07-28 14:00,0.716,0.755,0.142,18.646
2022-07-28 13:00,2022-07-28 15:00,0.681,0.726,0.120,18.748
2022-07-28 14:00,2022-07-28 16:00,0.574,0.583,0.112,18.709
2022-07-28 15:00,2022-07-28 17:00,0.432,0.407,0.103,18.583
2022-07-28 16:00,2022-07-28 18:00,0.245,0.181,0.107,18.310
2022-07-28 17:00,2022-07-28 19:00,0.097,0.033,0.090,17.912
2022-07-28 18:00,2022-07-28 20:00,0.025,0,0.042,16.999
2022-07-28 19:00,2022-07-28 21:00,0,0,0.002,15.887
2022-07-28 20:00,2022-07-28 22:00,0,0,0,15.398
2022-07-28 21:00,2022-07-28 23:00,0,0,0,15.029
2022-07-28 22:00,2022-07-29 00:00,0,0,0,14.700
2022-07-28 23:00,2022-07-29 01:00,0,0,0,14.316
2022-07-29 00:00,2022-07-29 02:00,0,0,0,13.939
2022-07-29 01:00,2022-07-29 03:00,0,0,0,13.631
2022-07-29 02:00,2022-07-29 04:00,0,0,0,13.420
2022-07-29 03:00,2022-07-29 05:00,0,0,0.003,13.351
2022-07-29 04:00,2022-07-29 06:00,0.017,0,0.031,13.814
2022-07-29 05:00,2022-07-29 07:00,0.059,0.003,0.078,14.593
2022-07-29 06:00,2022-07-29 08:00,0.125,0.014,0.138,15.511
2022-07-29 07:00,2022-07-29 09:00,0.203,0.039,0.201,16.624
2022-07-29 08:00,2022-07-29 10:00,0.296,0.087,0.259,17.696
2022-07-29 09:00,2022-07-29 11:00,0.400,0.175,0.297,18.757
2022-07-29 10:00,2022-07-29 12:00,0.477,0.264,0.306,19.640
2022-07-29 11:00,2022-07-29 13:00,0.540,0.367,0.288,20.320
2022-07-29 12:00,2022-07-29 14:00,0.589,0.482,0.243,20.842
2022-07-29 13:00,2022-07-29 15:00,0.584,0.521,0.198,21.185
2022-07-29 14:00,2022-07-29 16:00,0.493,0.418,0.179,21.335
2022-07-29 15:00,2022-07-29 17:00,0.366,0.277,0.159,21.268
2022-07-29 16:00,2022-07-29 18:00,0.237,0.158,0.125,20.976
2022-07-29 17:00,2022-07-29 19:00,0.098,0.030,0.096,20.292
2022-07-29 18:00,2022-07-29 20:00,0.024,0,0.041,19.133
2022-07-29 19:00,2022-07-29 21:00,0,0,0.001,18.024
2022-07-29 20:00,2022-07-29 22:00,0,0,0,17.456
2022-07-29 21:00,2022-07-29 23:00,0,0,0,16.962
2022-07-29 22:00,2022-07-30 00:00,0,0,0,16.585
2022-07-29 23:00,2022-07-30 01:00,0,0,0,16.300
2022-07-30 00:00,2022-07-30 02:00,0,0,0,16.058
2022-07-30 01:00,2022-07-30 03:00,0,0,0,15.840
2022-07-30 02:00,2022-07-30 04:00,0,0,0,15.569
2022-07-30 03:00,2022-07-30 05:00,0,0,0.004,15.258
2022-07-30 04:00,2022-07-30 06:00,0.029,0,0.047,16.035
2022-07-30 05:00,2022-07-30 07:00,0.101,0.029,0.099,16.969
2022-07-30 06:00,2022-07-30 08:00,0.251,0.177,0.118,18.067
2022-07-30 07:00,2022-07-30 09:00,0.413,0.363,0.126,19.401
2022-07-30 08:00,2022-07-30 10:00,0.552,0.540,0.132,20.546
2022-07-30 09:00,2022-07-30 11:00,0.654,0.683,0.137,21.551
2022-07-30 10:00,2022-07-30 12:00,0.692,0.730,0.151,22.313
2022-07-30 11:00,2022-07-30 13:00,0.714,0.766,0.150,22.745
2022-07-30 12:00,2022-07-30 14:00,0.700,0.752,0.143,22.890
2022-07-30 13:00,2022-07-30 15:00,0.635,0.659,0.140,22.797
2022-07-30 14:00,2022-07-30 16:00,0.524,0.502,0.140,22.465
2022-07-30 15:00,2022-07-30 17:00,0.358,0.277,0.151,21.917
2022-07-30 16:00,2022-07-30 18:00,0.193,0.089,0.144,21.151
2022-07-30 17:00,2022-07-30 19:00,0.075,0.009,0.091,20.137
2022-07-30 18:00,2022-07-30 20:00,0.015,0,0.029,19.035
2022-07-30 19:00,2022-07-30 21:00,0,0,0.001,18.190
2022-07-30 20:00,2022-07-30 22:00,0,0,0,17.777
2022-07-30 21:00,2022-07-30 23:00,0,0,0,17.335
2022-07-30 22:00,2022-07-31 00:00,0,0,0,16.823
2022-07-30 23:00,2022-07-31 01:00,0,0,0,16.343
2022-07-31 00:00,2022-07-31 02:00,0,0,0,15.999
2022-07-31 01:00,2022-07-31 03:00,0,0,0,15.846
2022-07-31 02:00,2022-07-31 04:00,0,0,0,15.730
2022-07-31 03:00,2022-07-31 05:00,0,0,0.004,15.646
2022-07-31 04:00,2022-07-31 06:00,0.035,0,0.053,16.233
2022-07-31 05:00,2022-07-31 07:00,0.093,0.009,0.110,17.253
2022-07-31 06:00,2022-07-31 08:00,0.155,0.024,0.163,17.938
2022-07-31 07:00,2022-07-31 09:00,0.189,0.027,0.199,18.653
2022-07-31 08:00,2022-07-31 10:00,0.256,0.048,0.255,19.443
2022-07-31 09:00,2022-07-31 11:00,0.354,0.102,0.317,20.265
2022-07-31 10:00,2022-07-31 12:00,0.345,0.085,0.324,20.784
2022-07-31 11:00,2022-07-31 13:00,0.364,0.094,0.339,21.203
2022-07-31 12:00,2022-07-31 14:00,0.295,0.049,0.301,21.510
2022-07-31 13:00,2022-07-31 15:00,0.154,0.010,0.179,21.165
2022-07-31 14:00,2022-07-31 16:00,0.108,0.005,0.132,20.542
2022-07-31 15:00,2022-07-31 17:00,0.097,0.005,0.120,19.994
2022-07-31 16:00,2022-07-31 18:00,0.069,0.003,0.091,19.559
2022-07-31 17:00,2022-07-31 19:00,0.027,0,0.043,19.123
2022-07-31 18:00,2022-07-31 20:00,0.003,0,0.012,18.774
2022-07-31 19:00,2022-07-31 21:00,0,0,0,18.543
2022-07-31 20:00,2022-07-31 22:00,0,0,0,18.327
2022-07-31 21:00,2022-07-31 23:00,0,0,0,18.057
2022-07-31 22:00,2022-08-01 00:00,0,0,0,17.814
2022-07-31 23:00,2022-08-01 01:00,0,0,0,17.675
2022-08-01 00:00,2022-08-01 02:00,0,0,0,17.629
2022-08-01 01:00,2022-08-01 03:00,0,0,0,17.271
2022-08-01 02:00,2022-08-01 04:00,0,0,0,16.675
2022-08-01 03:00,2022-08-01 05:00,0,0,0.003,16.003
2022-08-01 04:00,2022-08-01 06:00,0.027,0,0.043,15.681
2022-08-01 05:00,2022-08-01 07:00,0.100,0.060,0.067,15.792
2022-08-01 06:00,2022-08-01 08:00,0.283,0.252,0.077,16.223
2022-08-01 07:00,2022-08-01 09:00,0.425,0.391,0.106,16.867
2022-08-01 08:00,2022-08-01 10:00,0.554,0.541,0.123,17.479
2022-08-01 09:00,2022-08-01 11:00,0.650,0.665,0.132,17.941
2022-08-01 10:00,2022-08-01 12:00,0.718,0.763,0.134,18.270
2022-08-01 11:00,2022-08-01 13:00,0.707,0.733,0.149,18.330
2022-08-01 12:00,2022-08-01 14:00,0.703,0.739,0.136,18.244
2022-08-01 13:00,2022-08-01 15:00,0.691,0.753,0.105,18.128
2022-08-01 14:00,2022-08-01 16:00,0.596,0.631,0.090,17.903
2022-08-01 15:00,2022-08-01 17:00,0.452,0.455,0.079,17.595
2022-08-01 16:00,2022-08-01 18:00,0.270,0.245,0.070,17.140
2022-08-01 17:00,2022-08-01 19:00,0.092,0.058,0.059,16.517
2022-08-01 18:00,2022-08-01 20:00,0.019,0,0.034,15.442
2022-08-01 19:00,2022-08-01 21:00,0,0,0.001,14.122
2022-08-01 20:00,2022-08-01 22:00,0,0,0,13.665
2022-08-01 21:00,2022-08-01 23:00,0,0,0,13.319
2022-08-01 22:00,2022-08-02 00:00,0,0,0,13.136
2022-08-01 23:00,2022-08-02 01:00,0,0,0,13.194
2022-08-02 00:00,2022-08-02 02:00,0,0,0,13.580
2022-08-02 01:00,2022-08-02 03:00,0,0,0,13.972
2022-08-02 02:00,2022-08-02 04:00,0,0,0,13.693
2022-08-02 03:00,2022-08-02 05:00,0,0,0.002,13.138
2022-08-02 04:00,2022-08-02 06:00,0.031,0,0.048,13.292
2022-08-02 05:00,2022-08-02 07:00,0.108,0.040,0.094,14.583
2022-08-02 06:00,2022-08-02 08:00,0.259,0.176,0.125,15.645
2022-08-02 07:00,2022-08-02 09:00,0.371,0.260,0.173,16.641
2022-08-02 08:00,2022-08-02 10:00,0.486,0.376,0.200,17.618
2022-08-02 09:00,2022-08-02 11:00,0.586,0.491,0.222,18.932
2022-08-02 10:00,2022-08-02 12:00,0.390,0.148,0.314,19.926
2022-08-02 11:00,2022-08-02 13:00,0.311,0.069,0.299,20.528
2022-08-02 12:00,2022-08-02 14:00,0.272,0.047,0.277,21.031
2022-08-02 13:00,2022-08-02 15:00,0.196,0.021,0.215,21.262
2022-08-02 14:00,2022-08-02 16:00,0.131,0.010,0.154,21.142
2022-08-02 15:00,2022-08-02 17:00,0.105,0.008,0.127,21.038
2022-08-02 16:00,2022-08-02 18:00,0.129,0.020,0.142,21.083
2022-08-02 17:00,2022-08-02 19:00,0.088,0.016,0.099,20.928
2022-08-02 18:00,2022-08-02 20:00,0.021,0,0.037,19.948
2022-08-02 19:00,2022-08-02 21:00,0,0,0,19.009
2022-08-02 20:00,2022-08-02 22:00,0,0,0,18.763
2022-08-02 21:00,2022-08-02 23:00,0,0,0,18.688
2022-08-02 22:00,2022-08-03 00:00,0,0,0,18.617
2022-08-02 23:00,2022-08-03 01:00,0,0,0,18.556
2022-08-03 00:00,2022-08-03 02:00,0,0,0,18.450
2022-08-03 01:00,2022-08-03 03:00,0,0,0,18.185
2022-08-03 02:00,2022-08-03 04:00,0,0,0,17.982
2022-08-03 03:00,2022-08-03 05:00,0,0,0.002,17.904
2022-08-03 04:00,2022-08-03 06:00,0.025,0,0.042,18.578
2022-08-03 05:00,2022-08-03 07:00,0.096,0.049,0.074,19.409
2022-08-03 06:00,2022-08-03 08:00,0.262,0.224,0.088,20.366
2022-08-03 07:00,2022-08-03 09:00,0.431,0.420,0.098,21.563
2022-08-03 08:00,2022-08-03 10:00,0.567,0.591,0.109,22.303
2022-08-03 09:00,2022-08-03 11:00,0.661,0.717,0.119,22.875
2022-08-03 10:00,2022-08-03 12:00,0.702,0.770,0.131,23.377
2022-08-03 11:00,2022-08-03 13:00,0.738,0.837,0.123,23.884
2022-08-03 12:00,2022-08-03 14:00,0.721,0.820,0.117,24.295
2022-08-03 13:00,2022-08-03 15:00,0.655,0.723,0.113,24.536
2022-08-03 14:00,2022-08-03 16:00,0.546,0.571,0.108,24.517
2022-08-03 15:00,2022-08-03 17:00,0.399,0.381,0.103,24.063
2022-08-03 16:00,2022-08-03 18:00,0.236,0.193,0.092,23.205
2022-08-03 17:00,2022-08-03 19:00,0.085,0.037,0.075,22.043
2022-08-03 18:00,2022-08-03 20:00,0.018,0,0.033,20.598
2022-08-03 19:00,2022-08-03 21:00,0,0,0,19.349
2022-08-03 20:00,2022-08-03 22:00,0,0,0,19.018
2022-08-03 21:00,2022-08-03 23:00,0,0,0,18.823
2022-08-03 22:00,2022-08-04 00:00,0,0,0,18.583
2022-08-03 23:00,2022-08-04 01:00,0,0,0,18.300
2022-08-04 00:00,2022-08-04 02:00,0,0,0,18.278
2022-08-04 01:00,2022-08-04 03:00,0,0,0,18.317
2022-08-04 02:00,2022-08-04 04:00,0,0,0,18.405
2022-08-04 03:00,2022-08-04 05:00,0,0,0.002,18.580
2022-08-04 04:00,2022-08-04 06:00,0.026,0,0.044,19.297
2022-08-04 05:00,2022-08-04 07:00,0.101,0.039,0.090,20.200
2022-08-04 06:00,2022-08-04 08:00,0.229,0.137,0.136,21.097
2022-08-04 07:00,2022-08-04 09:00,0.306,0.169,0.197,22.108
2022-08-04 08:00,2022-08-04 10:00,0.375,0.211,0.241,23.389
2022-08-04 09:00,2022-08-04 11:00,0.493,0.356,0.251,24.740
2022-08-04 10:00,2022-08-04 12:00,0.523,0.370,0.282,25.897
2022-08-04 11:00,2022-08-04 13:00,0.309,0.082,0.294,25.979
2022-08-04 12:00,2022-08-04 14:00,0.256,0.049,0.262,25.368
2022-08-04 13:00,2022-08-04 15:00,0.361,0.148,0.289,24.859
2022-08-04 14:00,2022-08-04 16:00,0.385,0.228,0.237,23.909
2022-08-04 15:00,2022-08-04 17:00,0.294,0.159,0.193,22.681
2022-08-04 16:00,2022-08-04 18:00,0.184,0.077,0.147,21.474
2022-08-04 17:00,2022-08-04 19:00,0.083,0.016,0.093,20.450
2022-08-04 18:00,2022-08-04 20:00,0.016,0,0.031,19.471
2022-08-04 19:00,2022-08-04 21:00,0,0,0,18.550
2022-08-04 20:00,2022-08-04 22:00,0,0,0,17.948
2022-08-04 21:00,2022-08-04 23:00,0,0,0,17.542
2022-08-04 22:00,2022-08-05 00:00,0,0,0,17.136
2022-08-04 23:00,2022-08-05 01:00,0,0,0,16.691
2022-08-05 00:00,2022-08-05 02:00,0,0,0,16.544
2022-08-05 01:00,2022-08-05 03:00,0,0,0,16.535
2022-08-05 02:00,2022-08-05 04:00,0,0,0,16.492
2022-08-05 03:00,2022-08-05 05:00,0,0,0.001,16.344
2022-08-05 04:00,2022-08-05 06:00,0.012,0,0.025,16.435
2022-08-05 05:00,2022-08-05 07:00,0.032,0.001,0.049,16.710
2022-08-05 06:00,2022-08-05 08:00,0.106,0.013,0.120,17.227
2022-08-05 07:00,2022-08-05 09:00,0.366,0.261,0.168,18.136
2022-08-05 08:00,2022-08-05 10:00,0.548,0.521,0.141,19.036
2022-08-05 09:00,2022-08-05 11:00,0.621,0.604,0.160,19.587
2022-08-05 10:00,2022-08-05 12:00,0.693,0.710,0.159,19.847
2022-08-05 11:00,2022-08-05 13:00,0.716,0.746,0.158,19.933
2022-08-05 12:00,2022-08-05 14:00,0.668,0.661,0.171,19.754
2022-08-05 13:00,2022-08-05 15:00,0.587,0.541,0.175,19.390
2022-08-05 14:00,2022-08-05 16:00,0.525,0.488,0.143,18.970
2022-08-05 15:00,2022-08-05 17:00,0.394,0.340,0.123,18.377
2022-08-05 16:00,2022-08-05 18:00,0.241,0.183,0.101,17.660
2022-08-05 17:00,2022-08-05 19:00,0.087,0.034,0.078,16.911
2022-08-05 18:00,2022-08-05 20:00,0.017,0,0.032,16.120
2022-08-05 19:00,2022-08-05 21:00,0,0,0,15.368
2022-08-05 20:00,2022-08-05 22:00,0,0,0,14.914
2022-08-05 21:00,2022-08-05 23:00,0,0,0,14.569
2022-08-05 22:00,2022-08-06 00:00,0,0,0,14.308
2022-08-05 23:00,2022-08-06 01:00,0,0,0,14.043
2022-08-06 00:00,2022-08-06 02:00,0,0,0,13.828
2022-08-06 01:00,2022-08-06 03:00,0,0,0,13.670
2022-08-06 02:00,2022-08-06 04:00,0,0,0,13.597
2022-08-06 03:00,2022-08-06 05:00,0,0,0.001,13.549
2022-08-06 04:00,2022-08-06 06:00,0.022,0,0.038,14.328
2022-08-06 05:00,2022-08-06 07:00,0.094,0.050,0.069,15.715
2022-08-06 06:00,2022-08-06 08:00,0.269,0.232,0.081,16.529
2022-08-06 07:00,2022-08-06 09:00,0.446,0.434,0.090,17.150
2022-08-06 08:00,2022-08-06 10:00,0.588,0.609,0.101,17.696
2022-08-06 09:00,2022-08-06 11:00,0.689,0.746,0.109,18.154
2022-08-06 10:00,2022-08-06 12:00,0.748,0.830,0.114,18.449
2022-08-06 11:00,2022-08-06 13:00,0.765,0.856,0.116,18.589
2022-08-06 12:00,2022-08-06 14:00,0.739,0.816,0.115,18.612
2022-08-06 13:00,2022-08-06 15:00,0.672,0.720,0.111,18.548
2022-08-06 14:00,2022-08-06 16:00,0.563,0.575,0.104,18.384
2022-08-06 15:00,2022-08-06 17:00,0.418,0.397,0.094,18.156
2022-08-06 16:00,2022-08-06 18:00,0.247,0.208,0.082,17.843
2022-08-06 17:00,2022-08-06 19:00,0.082,0.039,0.068,17.364
2022-08-06 18:00,2022-08-06 20:00,0.015,0,0.029,16.266
